experiment_id,Bx,By,Bz
0,-0.0011838194317816,0.0043369448934872,0.0006003873645746
1,9.896843317168552e-05,-0.0001701564426347,-0.0007725187434319
2,-0.0014326247874441,-0.0001440107641272,-0.0034065361987209
3,-0.0022806713324833,-0.0032280383338927,-0.0002351955507421
4,0.0017598749169274,-0.0017598749169274,-0.0017598749169274
5,0.0007095147886426,-0.0007095147886426,-0.0007095147886426
6,0.0001776496758223,0.0045172603082188,0.0020260601067475
7,0.0005696904140028,6.771723894485014e-05,0.0033067517017118
8,7.033682291282618e-05,0.0017995685269771,0.0010354804676893
9,-0.0014492814311467,0.0003257185688532,0.0032242814311467
10,-8.362078082241487e-05,-0.001007201657559,0.0040469593166822
11,-0.0002049338893656,0.0018294500078465,0.0009642453377179
12,0.0016624905341725,-0.0016624905341725,-0.0016624905341725
13,0.0005552255641424,-0.0041086180126592,-0.0012329368108138
14,-0.0001732021566214,4.381986918513376e-05,-0.0028928033442296
15,-0.0021336083871767,-0.0010512161868843,0.0032160005874691
16,-0.0028593045667863,0.000633842587606,0.0006639544985708
17,-0.001064272182964,-0.001064272182964,0.001064272182964
18,0.0004262357339271,-0.0002141647755839,-0.0014212509962546
19,-0.0004946979124224,-0.0007528150136992,0.0042513269110362
20,7.91902669886925e-05,-0.0001495907744224,-0.0006304990032543
21,0.0004952037587667,-0.0024896745097545,-0.0002022795216985
22,0.0028613708907582,-0.0001816961320951,0.0009156724158592
23,0.0025628525160323,8.659301133372919e-05,-0.0008243910918159
24,6.803030475405099e-05,0.0004816445386868,0.0008621984630511
25,-0.000380057609701,-0.0004923333396171,0.0020795411189551
26,0.0011173052465502,-0.0003919724875769,-0.0023495616900761
27,-0.0005231803515202,2.868739441880124e-05,0.0004908765220073
28,0.0018155231356444,-0.0018155231356444,-0.0018155231356444
29,0.0005485193047698,-0.0009042892745075,-4.949883349292575e-05
30,0.0012489097503669,-0.0039474695646725,0.0009200644460007
31,-0.0005334020967941,0.000262804046721,-0.0008040001468672
32,-0.001112476591514,-0.0002500234084859,-0.002474976591514
33,0.0004151656774825,0.0015291346645038,-0.0004497921603699
34,0.0020937642292298,0.0020937642292298,0.0020937642292298
35,0.000715480306718,0.0003279586489734,-0.0019923195608383
36,-0.0008625473901146,-0.0008625473901146,0.0008625473901146
37,0.0040908400718532,-9.746066186136832e-05,-0.0002632911210068
38,0.0006051743785481,0.0006051743785481,0.0006051743785481
39,-0.0009287648608052,0.0002087351391947,0.0020662648608052
40,-0.0008164666059298,0.0026760147591662,0.0004006519478288
41,0.0006296791496689,-0.002615454237213,4.085403856606897e-05
42,0.0015105186747162,-0.0033605186747162,0.0003394813252837
43,0.0009619890071508,-0.0022181755643408,5.107813826033261e-05
44,0.0017018100525666,-0.0001282125222939,0.0028554004065397
45,0.0019546436824371,0.0019546436824371,0.0019546436824371
46,0.0009773601762407,-0.001059277799461,-2.9410987969646805e-05
47,-0.0001423416857356,0.0008129218794845,0.0021477973335955
48,-0.0014233941920938,0.0015308264034907,-0.0001195314271979
49,0.0020172479284938,0.0020172479284938,0.0020172479284938
50,-0.0020570940571685,-0.0002196671180222,-0.0030073590386263
51,0.0006677786246048,-0.0006677786246048,-0.0006677786246048
52,-0.003755811287646,0.0009543291621172,-0.001233255639994
53,0.0006926874898101,0.0001217144375257,-9.5479120907657e-05
54,-0.0011799418800087,-0.0034633705277407,-0.0003427925574464
55,0.0003259027830157,-0.000104934801401,0.0014231258780794
56,0.0014885898506816,0.0014885898506816,0.0014885898506816
57,-0.000903530957411,0.0013187738900078,-0.0039881624077633
58,-0.0001141624288606,-0.0008156164499289,-0.0013623361140583
59,0.0014492814311467,-0.0032242814311467,0.0003257185688532
60,0.0005558876773333,4.352359506189217e-05,-0.0001883748537533
61,-0.0008213943135314,-0.0029393505648511,0.0002117892538118
62,-0.0016329931618554,-0.0003670068381445,-0.0036329931618554
63,0.0003259143058083,0.0020016018692862,0.0008242721808573
64,-2.598960470506576e-05,-0.0006531225747971,-0.0002313467779544
65,0.0002398758417935,0.0013588436203842,0.0004763412970543
66,-0.0009844441708214,0.0022421783871689,6.289212562009372e-05
67,1.7750641624370067e-05,0.0022020437966089,-0.0007137257354373
68,0.000987755882228,-0.000987755882228,-0.000987755882228
69,-0.0001635075413379,-0.0035264687191276,-0.000303954848719
70,-0.0006509477776823,0.004119865387486,0.0001290708459294
