experiment_id,Bx,By,Bz
0,-0.0011838194317816593,0.004336944893487289,0.0006003873645746476
1,9.896843317168551e-05,-0.00017015644263478928,-0.000772518743431916
2,-0.0014326247874441344,-0.00014401076412720606,-0.00340653619872091
3,-0.0022806713324833804,-0.0032280383338927554,-0.0002351955507421053
4,0.0017598749169274138,-0.0017598749169274138,-0.0017598749169274138
5,0.0007095147886426727,-0.0007095147886426727,-0.0007095147886426727
6,0.0001776496758223631,0.00451726030821886,0.00202606010674752
7,0.0005696904140028534,6.771723894485014e-05,0.0033067517017118407
8,7.033682291282618e-05,0.0017995685269771267,0.001035480467689316
9,-0.001449281431146714,0.0003257185688532865,0.003224281431146714
10,-8.362078082241487e-05,-0.0010072016575590835,0.004046959316682251
11,-0.00020493388936566748,0.001829450007846521,0.0009642453377179904
12,0.0016624905341725371,-0.0016624905341725371,-0.0016624905341725371
13,0.0005552255641424349,-0.0041086180126592466,-0.0012329368108138193
14,-0.00017320215662141745,4.381986918513376e-05,-0.002892803344229693
15,-0.002133608387176708,-0.0010512161868843142,0.003216000587469102
16,-0.0028593045667863613,0.0006338425876060577,0.0006639544985708287
17,-0.0010642721829640092,-0.0010642721829640092,0.0010642721829640092
18,0.0004262357339271375,-0.00021416477558396232,-0.001421250996254683
19,-0.0004946979124224539,-0.0007528150136992255,0.004251326911036273
20,7.91902669886925e-05,-0.00014959077442241967,-0.00063049900325432
21,0.000495203758766783,-0.002489674509754508,-0.0002022795216985106
22,0.002861370890758295,-0.00018169613209515693,0.0009156724158592207
23,0.002562852516032382,8.659301133372919e-05,-0.0008243910918159094
24,6.803030475405099e-05,0.0004816445386868142,0.0008621984630511056
25,-0.00038005760970106085,-0.0004923333396171938,0.0020795411189551702
26,0.001117305246550202,-0.0003919724875769518,-0.002349561690076176
27,-0.0005231803515202953,2.8687394418801237e-05,0.0004908765220073921
28,0.001815523135644486,-0.001815523135644486,-0.001815523135644486
29,0.0005485193047698226,-0.0009042892745075777,-4.9498833492925746e-05
30,0.0012489097503669514,-0.0039474695646725694,0.0009200644460007239
31,-0.000533402096794177,0.00026280404672107856,-0.0008040001468672755
32,-0.0011124765915140268,-0.00025002340848597344,-0.002474976591514027
33,0.00041516567748258647,0.0015291346645038993,-0.00044979216036997546
34,0.002093764229229848,0.002093764229229848,0.002093764229229848
35,0.0007154803067180922,0.00032795864897346724,-0.0019923195608383872
36,-0.0008625473901146218,-0.0008625473901146218,0.0008625473901146218
37,0.00409084007185324,-9.746066186136832e-05,-0.00026329112100687105
38,0.000605174378548162,0.000605174378548162,0.000605174378548162
39,-0.0009287648608052885,0.00020873513919471176,0.0020662648608052885
40,-0.0008164666059298752,0.0026760147591662173,0.00040065194782887335
41,0.0006296791496689008,-0.002615454237213001,4.085403856606897e-05
